,metadata_json,PMCIDS,keywords,TPS_match,terms
483,/Users/sagar/Desktop/me/corpus/tps_plant/PMC7227769/eupmc_result.json,PMC7227769,"Genome', 'Virulence', 'Cell wall-degrading enzymes', 'secondary metabolism', 'Amylostereum Areolatum', 'Sirex Noctilio (F.)'",,terpene synthase
484,/Users/sagar/Desktop/me/corpus/tps_plant/PMC8401418/eupmc_result.json,PMC8401418,"Sesquiterpene', 'Grapevine', 'Gene structure', 'Terpene synthase', 'genotypic variation'"," Transient Expression of fl-ORFs of VviTPS10 in Tobacco The transient expression in  N', ' benthamiana showed that all fl-ORF VviTPS10s produced volatile sesquiterpenes', ' Isolate VI-A was the only functional gene, other than MA-B ( VviTPS10), which produced ( E)-Î_-farnesene as a single product', ' Isolated VviTPS04 and -10-Like Paralogues The PN40024 genome showed that the forward strand of the  VviTPS04 locus had a start codon 27 bp upstream of the start codon for the  VviTPS10 locus  1, 7', ' These two loci had high homology with a total of 28  VviTPS-like loci from the three phased diploid genomes (8 in CH, 9 in CR, and 11 in CS), predicted by Smit et al', ' Only a single reference sequence ( CRTPS105) did not result in the recovery of at least a single consensus sequence from the 11 WGRS genotypes selected for this analysis', ' The phylogenetic tree revealed that  VviTPS04 and  VviTPS10-like sequences were grouped into a distinct clade, coloured in grey in  Figure 1', ' The  VviTPS04-like sequences (containing the additional 27 bp at the 5â€_ terminal end) could be separated further from the  VviTPS10-like sequences, forming distinct subclades', ' The  VviTPS10 gDNA-containing subclade had an orthologous gDNA model from CS ( CSTPS086) with eight gDNA models predicted from the WGRS data', ' The subclade containing  VviTPS04-like sequences had two near-identical reference sequences ( CSTPS051 and  CHTPS062) to  VviTPS04', ' Incongruence between the PN40024  VviTPS04 gene model and the gene model predicted for the Pinot noir TA-379 WGRS genotype was observed', ' The short branch lengths indicated high homology for sequences within the grey clade, despite the bifurcation for the  VviTPS04-like and  VviTPS10-like subclades', ' These results support the in silico predictions and highlighted the extensive homology between the VviTPS04 and VviTPS10-like loci', ' Isolation and Sequence Comparison of VviTPS04 and -10 Homologs from Nine Grapevine Genotypes Isolation of the genes from grapevine flower cDNAs resulted in the cloning for six out of nine genotypes using primer set A and seven out of nine genotypes using primer set B', ' Sequenceâ€“Function Relationships of Isolated Paralogues CRTPS019 and  CRTPS199 were identified as potential gene duplications in CR, with the former not predicted to encode for a functional gene', ' Querying the phased diploid  VviTPS models  27 for the  VviTPS10 paralogues revealed that they are part of a cluster consisting of 21 putative proteins that connect to four functionally characterised proteins ( Figure 5C)', ' The amino acid sequence similarity of the active sites to that of the characterised enzymes  7, 19, 20 showed that the proteins in this cluster are predicted to use NPP as the initial substrate, with all, except VviMATPS10, predicted to have an initial 1,6-cyclisation, as predicted by reference  27', ' Complete gene models associated with the gene duplicates  CSTPS083 and  CSTPS090 were the closest paralogues of the functional isolates MA-B, CS-1-B, and CB-B ( Figure 4B)', ' Genomic regions where the duplication clusters ( Figure 5A) are located were analysed for gene synteny with the differences in the  VviTPS landscape of the genotypes, as shown in  Figure 6', '  VviTPS04 had synteny to two genes located on distinct CS contigs, namely  CSTPS051 and  CSTPS083', '  VviTPS10 shared synteny with  CSTPS051, while it also showed synteny to  CSTPS083', '  CSTPS083 and  CSTPS086 are 0', '12-Mb apart with three genes in between, two of which are  VviTPS genes, in contrast to  VviTPS04 and  -10, which are 0', '27-Mb apart, with seventeen genes in between them, seven being  VviTPS genes', ' A single CH gene,  CHTPS067, had synteny to both  VviTPS04 and  -10', ' The functional genes PN-B and VI-B had the highest  Iâ€™ scores with the  CRTPS019 gene model (97', '08, respectively), while VI-A was linked to  CRTPS199 with a score of 98'",NaN
485,/Users/sagar/Desktop/me/corpus/tps_plant/PMC7582308/eupmc_result.json,PMC7582308,"Geraniol', 'Orchids', 'Terpene synthase', 'Mep Pathway', 'Floral Volatiles'"," All of them demonstrated that DoGES1 was located in chloroplasts, and was thus likely a mono-TPS in the MEP-pathway, but not in the cytosolic MVA pathway', ' The images indicate that DoGES1 was located in chloroplasts ( Figure 4), similar to  LiTPS2, which encodes a mono-TPS in lily ( Lilium longiflorum â€˜Siberiaâ€™)  25, indicating that DoGES1 may be responsible for monoterpene synthesis', ' Multiple sequence alignment demonstrated that three DoGES proteins had highly conserved aspartate-rich motifs (DDxxD) and NSE/DTE motifs at the  C-terminal, and an RRX 8W domain at the  N-terminal ( Figure 2), suggesting that DoGES1-3 were all TPSs', ' All three DoGES proteins clustered in the TPS-b subfamily, which is specific to angiosperms and is responsible for encoding monoterpene synthases  21'",terpene synthase
486,/Users/sagar/Desktop/me/corpus/tps_plant/PMC4909774/eupmc_result.json,PMC4909774,"Pinus', 'Resin', 'Terpene synthase', 'Gene Expression', 'Normalizer Genes'", Sequencing of amplicons confirmed identity of all TPS genes',NaN
487,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6707142/eupmc_result.json,PMC6707142,NaN,,terpene synthase
488,/Users/sagar/Desktop/me/corpus/tps_plant/PMC5613161/eupmc_result.json,PMC5613161,"Resistance', 'Breeding', 'Soybean', 'Macrophomina phaseolina', 'Gwas', 'Charcoal Rot'",,NaN
489,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6352525/eupmc_result.json,PMC6352525,"Transcriptome', 'Terpene synthase', 'terpenes', 'Metabolite Profiling', 'Agro-infiltration Assay', 'Ocimum'",,NaN
490,/Users/sagar/Desktop/me/corpus/tps_plant/PMC5802726/eupmc_result.json,PMC5802726,NaN," The importance of DXS in regulating MEP substrate flux in kiwifruit and grape has previously been reported 51,  52 and the identification of MEP pathway proteins and TPS genes in citrus elaioplasts indicates the key role that elaioplasts play in basic metabolism'",terpene synthase
491,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6044691/eupmc_result.json,PMC6044691,NaN," Most TPS structures share a common Î±-helical TPS fold', ' 19,  20 However, di-TPS Rv3378c from  Mycobacterium tuberculosis was found to adopt the same Rossmannlike fold as that by  cis-PTS', ' Revealed by structural comparison, the residue served for the diphosphate elimination in di-TPS Rv3378c is Y51 21 and the corresponding position is close to Y103 in Î” zFPS-MI ( Figure S7)'",NaN
492,/Users/sagar/Desktop/me/corpus/tps_plant/PMC4472957/eupmc_result.json,PMC4472957,"Malachite green', 'Screening', 'Colorimetric assay', 'steady-state kinetics', 'High-throughput', 'Catalytic Efficiency', 'Turnover Number', 'Terpene Synthases', 'Ppi, Pyrophosphate', 'Fpp, Farnesyl Diphosphate', 'Mg, Malachite Green', 'Pi, Monophosphate', 'Tps, Terpene Synthase'",,NaN
493,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3483413/eupmc_result.json,PMC3483413,NaN,,NaN
494,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3243332/eupmc_result.json,PMC3243332,NaN,,NaN
495,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6645489/eupmc_result.json,PMC6645489,NaN,,NaN
496,/Users/sagar/Desktop/me/corpus/tps_plant/PMC4801258/eupmc_result.json,PMC4801258,"aggregation pheromone', 'Sesquiterpene Synthase', 'Isoprenyl Diphosphate Synthase', 'Flea Beetle', '(6R,7s)-himachala-9,11-diene'",,NaN
497,/Users/sagar/Desktop/me/corpus/tps_plant/PMC4757406/eupmc_result.json,PMC4757406,NaN,"Results and Discussion Cluster 2: bi-functional Î±-, Î_-pinene/ Î±-guaiene synthases In cluster 2, the TPS EC12-PGS(PGS:  Pinene and  Guaiene  Synthase, Tables  2 and  3) from  Daldinia eschscholzii EC12 and the TPS EC38-PGS from  Hypoxylon sp', ' Further analysis is required to determine whether this is a bona fide TPS product or an artifact', ' The production of multiple monoterpenes and sesquiterpenes by these two TPSs indicates that they are bi-functional mono-/sesquiterpene synthases', ' The endophytic pinene/guaiene synthases described in this report have the same DDXXD motif as the plant pinene and guaiene synthases, but otherwise have low sequence similarity to the plant TPSs', ' There was no obvious structure/function relationship that could be determined that would explain how the endophytic TPSs are bi-functional while the others are not', ' Cluster 5: Ï„-gurjunene synthase EC12-GS (GS:  Gurjunene  Synthase, Tables  2 and  3) was the only active TPS in cluster 5', ' Unclustered TPS: Î±-selinene and (-)-isoledene synthases The putative TPSs EC12-SS (SS:  Selinene  Synthase) and EC12-ILS (ILS:  Iso Ledene  Synthase) shared low sequence homology with the other predicted endophytic TPSs and did not cluster', ' In contrast to most of the other endophyte TPS characterized, EC12-ILS produced only sesquiterpenes, with (-)-isoledene ( 5a) being the most abundant at 10', ' Cluster 4: bi-functional Î_-chamigrene/Î_-pinene and Î±-gurjunene/Î_-pinene synthases In cluster 4, the TPSs CI4A-CPS (CPS:  Chamigrene and  Pinene  Synthase, Tables  2 and  3), CO27-CPS, EC38-CPS, and EC38-GPS (GPS:  Gurjunene and  Pinene  Synthase, Tables  2 and  3) were functional', ' The TPSs CI4A-CPS, CO27-CPS, and EC38-CPS produced similar terpenes, while EC38-GPS had a distinct profile', ' All four TPSs produced both monoterpenes and sesquiterpenes, indicating that, again, they are bi-functional mono-/sesquiterpene synthases', ' The TPSs CI4A-CPS, CO27-CPS, and EC38-CPS, produced Î_-chamigrene (C 15,  3f) as the major product (>34', ' There are no reports of a TPS producing chamigrene as the sole sesquiterpene', ' The endophyte TPSs share low sequence similarity with the plant chamigrene synthase, have the same DDXXD motif, and a different NSE/DTE triad', ' The fourth TPS in cluster 4, EC38-GPS, produced both mono- and sesquiterpenes, a common theme with the endophyte TPSs in this report', ' This is true even within the cluster 4; EC38-GPS has low sequence similarity relative to the other three TPSs in cluster 4, but still clusters with them, indicating that the differences in sequence that dictate different function are subtle and will require extensive analysis to uncover', ' Expression of endophytic TPSs in  E', '  coli To determine their function, the 26 predicted TPS genes were codon optimized and expressed in  E', ' This plasmid was used to increase the flux of carbon through the terpene pathway with the aim of enhancing productivity and increasing the chance that even poorly expressed TPS will produce detectable levels of terpenes', ' The VOC products of each TPS present in the headspace of the culture flask were extracted by SPME and analyzed with GC-MS', ' Out of the 26 putative endophytic TPSs tested, 12 were active, producing a mixture of mono- (C 10) and sesquiterpenes (C 15) (Tables  2 and  3)', ' TPSs in the same cluster tended to produce a similar spectrum of terpene compounds and are therefore discussed by cluster', ' The profiles of each TPS cluster are summarized in this section and described in detail below', ' No terpene compounds were produced by the TPSs in the cluster 1, and they are not discussed further', ' The TPSs in cluster 2 primarily produced monoterpenes, including pinene (1 a, 1 b), ocimene (1 c), and limonene (1 d), and a lower abundance (<20%) of sesquiterpenes', ' The TPSs in cluster 3 yielded a wide spectrum of sesquiterpenes and some monoterpenes', ' The terpene profiles from TPSs in clusters 4 and 5 are less complex than cluster 3 TPSs, and include the sesquiterpenes chamigrene (3 f), and gurjunene (2 a, 2 b)', ' The non-clustered TPS EC12-SS (SS: Selinene Synthase) and EC12-ILS (IsoLedene Synthase) primarily produced the sesquiterpenes selinene (2 h) and isoledene (5 a), respectively', ' The activity of these TPSs correlated well with the terpene products produced by their native hosts', ' All the major terpenes (pinene, limonene, caryophyllene, chamigrene, gurjunene, selinene, and isoledene) produced from the functional TPSs were detected in the VOC profiles of the four endophytes grown on potato dextrose', ' The functional endophytic TPSs had low protein sequence similarity compared to other type I TPSs from plants, but retained a conserved DDXXD motif', ' An examination of other reports that describe recombinantly expressed TPS indicate that these enzymes tend to produce a single class of terpene, i', ' This study is the first to demonstrate that TPSs can be bi-functional  in vivo, producing both mono- and sesquiterpenes', '  coli strain used in this study has artificially altered the levels of GPP and FPP, but several other TPS have been expressed in this strain that do not exhibit this characteristic, and many other recombinant strains also have altered isoprenoid precursor levels and none have had recombinant TPS that exhibit this behavior', ' Also, it will be interesting to determine whether or not this is a widespread phenomenon that extends to the other TPS that have exhibited bi-functionality  in vitro Identification of terpene synthase genes in four endophytic fungal genomes TPS genes were identified in the genomes of  Hypoxylon sp', ' EC38, and  Daldinia eschscholzii EC12 by homology searches against conserved TPS domains', ' A total of 26 putative TPSs were identified in the genomes of these four endophytes, including 7 TPSs from CI4A, 5 from CO27, 6 from EC38, and 6 from EC12', ' Analysis of the protein sequences determined that none of these TPS harbor signal peptides', ' Protein sequence alignments with known TPSs determined that all the putative fungal TPSs fall into the type I terpene synthase superfamily and harbor a highly conserved aspartate-rich motif (DDXXD/E)', ' Also, all but cluster 5 TPSs ( Fig 2) have a (N/D)DXX(S/T)XX(K/R) (D/E) NSE/DTE triad consensus sequence, which possess a X(D/K)XXXSXXRE triad ( Table 1)', ' Phylogenetic analysis of the 26 putative TPSs grouped all but four of them into five distinct clusters, suggesting that these four endophytic fungi may possess at least five distinct functional categories of terpene synthases ( Fig 2A)', ' The endophytic TPSs were also compared to several plant and fungal TPSs and were found to have low sequence similarity with all the plant TPSs and most of the fungal TPS, except for two uncharacterized putative TPSs from  Trichoderma virens (EHKY27518) and  Neurospora tetraspema (EGZ75309) that shared higher sequence similarity with the three endophytic caryophyllene synthases and EC12-GS, respectively, ( Fig 2B and 2C)', ' However, due to low sequence similarity to well characterized TPSs ( Fig 2B and 2C), itâ€™s difficult to predict function using sequence information alone, necessitating a functional characterization of each putative TPS in order to determine its catalytic activity', ' Cluster 3: Î±-, Î_-caryophyllene synthases In cluster 3, only the TPSs CI4A-CS (CS:  Caryophyllene  Synthase, Tables  2 and  3), CO27-CS, and EC38-CS were active', ' These three TPSs produced multiple terpenes, including both mono-and sesquiterpenes, with these sesquiterpenes accounting for more than 90% of total peak area', ' Therefore, these three TPSs appear to be primarily caryophyllene synthases', ' All the caryophyllene synthases from plants share the same DDXXD motif with the endophytic TPSs, but have different NSE/DTE triad amino acid sequences and low protein sequence similarity', ' As with cluster 2 TPSs, the cluster 3 caryophyllene synthases are bi-functional, producing both mono-and sesquiterpenes'",terpene synthase
498,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6394206/eupmc_result.json,PMC6394206,"Teak', 'Terpene Synthases', 'Chromosomal-scale Assembly', 'Tandem-duplicated Genes'",,NaN
499,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6976640/eupmc_result.json,PMC6976640,NaN,"Results Tempo-spatial expression patterns of  TPS genes in different tea organs qRT-PCR was performed to validate the expression patterns of  CsTPS genes using some of putatively functional genes in Table\xa0 1', ' Significantly distinct transcript levels of  CsTPS01, and - 2 were found in young leaves (YL) compared to the corresponding levels in flowers using qPCR methods', ' Higher transcript levels of  CsTPS22 and - 23 were found in mature leaves (ML) than in both flower buds (F1) and open flowers (F2)', ' Similarly, higher transcript levels of  CsTPS43, - 76, and - 77 were also found in leaves than in flowers', ' However, for  CsTPS29, - 78, and - 79, higher transcript levels were noted in flowers compared to those in leaves (Fig', ' It is interesting to note that  CsTPS29 was exclusively expressed in flowers', ' Gene annotation indicates that  CsTPS01 and - 02 likely encoded sesquiterpene synthases and that  CsTPS76- 79 were annotated as difunctional  CsTPS genes, among which  CsTPS76 has been\xa0proved as linalool synthase and nerolidol synthase 33', ' To learn the tempo-spatial expression patterns of tea  TPS genes, transcriptome datasets from eight organs of tea plants (i', ' Logarithm value (Log 10) of transcripts per million (TPM) of each annotated tea  TPS transcript was obtained', ' Results indicated that  TPS genes had distinct tempo-spatial expression patterns (Fig', ' Seventeen genes, particularly  CsTPS17, - 59, - 69, - 70, and - 71, were substantially expressed in all the tested organs with a few exceptions such as  CsTPS22, - 23, - 43, - 58 and - 76 with undetectable levels in one or two organs (Fig', ' On the contrary the majority of  TPS genes that exhibited distinct tempo-spatial expression patterns', ' Six genes ( CsTPS25, - 26, - 40, - 56, - 62, and -63) were solely and another 11 genes ( TPS02, - 06, - 07, - 11, - 12, - 14, - 18, - 20, - 49, - 53, and - 57) were predominantly expressed in leaves (Fig', '\xa0 3B); another eight ( CsTPS08, - 28 ~ - 32, - 35, and - 36) and three (- 21, - 78, and -79) were almost exclusively and primarily expressed in flowers (Fig', ' In addition, eight genes ( CsTPS09, - 10, - 13, - 16, - 27, - 33, - 65 and - 73) had no detectable or trace transcript levels in all the tested organs, all of which belonged to the third group of putatively non-functional  TPS genes except for  CsTPS73 (Supplementary Fig', ' Interestingly, 38  TPS genes expressed with substantial levels either in flowers or leaves were annotated as sesquiterpene synthases genes, while monoterpenoid synthase genes largely with low transcription levels were only seven ( CsTPS40, - 43, - 45, - 46, - 49, - 60, - 62, and - 63)', ' These mono- TPS genes were restricted to be expressed in vegetative organs except for  CsTPS43, - 46 and - 49 which also expressed in flowers', ' TPS gene expression under abiotic stress conditions Under cold acclimation (between 10\u2009Â°C to 4\u2009Â°C) for 7 days, more  CsTPS genes (24) were suppressed than the number of enhanced genes (9) (Fig', ' The most severely suppressed was  CsTPS78, followed by  CsTPS11(28', '4-fold) and  CsTPS46 (26', ' On the contrary, expression enhancement for another 9  CsTPS genes ranged from 1', ' The maximal enhancement occurred to  CsTPS43, followed by  CsTPS35 (23-fold) and  CsTPS16 (19', ' Hence, transcriptome data were employed to investigate the expression alterations of tea  TPS genes responding to the treatments of stress or stress signal molecule methyl jasmonate (MeJA)', ' Furthermore, PEG treatment for a certain period to simulate drought treatment 41 also resulted in the suppression of 20  TPS genes in the range from 1', ' The most dramatically suppressed gene expression occurred to  CsTPS03, followed by  CsTPS59 (151', '2-fold) and  CsTPS02 (142', ' Six genes were PEG enhanced with the most notably enhancement occurred to  CsTPS74 (48', '3-fold), followed by  CsTPS75 (17', ' Further validation of the transcriptomic analysis result was conducted using qRT-PCR approach with some  CsTPS genes and GS-MS quantification of volatile terpenoid abundance in tea leaves treated with MeJA or salinity (Fig', ' Our qRT-PCR results confirmed the salinity suppression and MeJA induction of  CsTPS genes ( CsTPS03, - 43, - 51, -57, - 76, - 77, and - 79) ( p\u2009<\u20090', ' MeJA treatment differentially regulated  CsTPS gene expression (Fig', ' Compared to nontreated control, 12\u2009hr after MeJA treatment, 12  CsTPS genes were suppressed in the range from 1', '3-fold, the highest for  CsTPS46 and the lowest for  CsTPS61, with the average suppression of 59', ' The suppression of gene expression was alleviated for 11  CsTPS genes 24\u2009hr after the treatment, except for  CsTPS17, whose expression was further suppressed from 45', ' On the contrary, 12\u2009hr after the treatment 27  CsTPS genes were enhanced in the range from 1', '2-fold, the highest for  CsTPS48 and the lowest for  CsTPS78, with the average enhancement of 13', ' Time course study indicated enhanced expression of many  CsTPS genes declined 24\u2009hr after the treatment, except for  CsTPS03, - 07, - 51, - 52, - 54, and - 55, whose expression levels were further enhanced', ' Whereas the MeJA enhanced expression for almost all the  CsTPS genes was recovered back to non-treated control levels 48\u2009hr after the treatment', ' It was interesting to note that across all the four different treatments three genes ( CsTPS67, - 69, and - 70 in red and bold) were all suppressed while  CsTPS22 (in red and bold) was enhanced (Fig', ' Moreover, out of 20  CsTPS genes suppressed by salinity, 17 were also suppressed by PEG-induced drought (in dark red) and 15 were suppressed by cold acclimation (in blue)', ' Salinity stress primarily led to varying expression reduction of 20  CsTPS genes in the range from 1', ' The most severely suppression was found for  CsTPS02, followed by  CsTPS54 (43', '6-fold) and  CsTPS51(36', ' Eight  CsTPS genes were slightly salt stress induced', ' The most dramatically enhanced was  CsTPS22 (11', '6-fold), followed by  CsTPS68 (9', ' Identification of  TPS gene members in tea genomes To retrieve tea  TPS genes from recently publicized tea genome databases, the PF01397 and PF03936 domains, representing respectively N-terminal and C-terminal domains of TPS, were used', ' Those genes contained one or two domains of PF01397 and PF03936 were retrieved as tea  TPS candidate genes from CSS and CSA genomes, meanwhile manual curation and validation of these  TPS gene candidates were performed using each candidate genes as query to do BLASTP against the database at the National Center for Biotechnology Information (NCBI)', ' A total of 80 and 60  TPS-like genes were found in CSS â€œShu-Cha-Zaoâ€ù (Supplementary Table\xa0 S2) and CSA â€œYunkang10â€ù genomes (Supplementary Table\xa0 S3), respectively', '  TPS genes from two tea genomes were found highly conserved in cDNA sequence with identity ranging from 77% to 100% but with varying sequence coverages', ' No  TPS genes with identical sequences were found from the two genomes', ' Compared to the corresponding  TPS homologues in CSS â€œShu-Cha-Zaoâ€ù, eight TPS genes from CSA â€œYunkang 10â€ù (highlighted in Supplementary Table\xa0 S3) were found containing similar protein sequence length (90â€“110%), high identity at both cDNA and protein levels (>90%)', ' However, 31 and 13  TPS genes respectively from CSA â€œYunkang10â€ù and â€œShu-Cha-Zaoâ€ù had incomplete protein sequences with less than 200 amino acid residues, all lacking either Pfam domain PF01397 or PF03936 (Supplementary Tables\xa0 S2, S3)', ' For further analysis,  TPS gene models from the CSS genome assembly was employed', ' Phylogenetic analysis was performed using 48  CsTPSs (the remaining  CsTPS genes were too short for meaningful alignment) and another 22 documented  TPS from different plant species, indicating that tea  TPS genes belongs to six subfamilies from TPS-a to TPS-g, but without TPS-d based on their protein sequences (Fig', ' The TPS-a gene family in tea was the most expanded, with 36 genes, approximately 45% of the total  TPS genes identified', ' TPS-b gene subfamily as the second largest, included 30, about 37', '5% of the total tea TPS genes', ' For the remaining  TPS subgroups, only one gene encoding copalyl diphosphate synthase representing the TPS- c subgroup, eight representing the TPS- e/ f subgroup, and five genes representing the TPS-g subgroups, respectively, were also identified (Supplementary Table\xa0 S2)', ' We designated these gene models of CSS genome as  TPS1 through  TPS80 according to the order of their subfamilies', ' It was clear that  CsTPS77-79 are responsible for the linalool biosynthesis', ' Therefore, terpenoid profiling in tea leaves and flowers combined with  CsTPS transcriptomic analysis may reveal the association between  CsTPS gene expression and their chemical products, which could be helpful for further  CsTPS gene functional characterization', '  CsTPS51- 56, were annotated as putative Î±-farnesene synthase according to BLASTP results (Supplementary Table\xa0 S2)', '\xa0 S2), indicated that abundant emission of Î±-farnesene in flower might be depended on other  TPS genes, such as  CsTPS28- 32', ' Another possibility could not be excluded that the function of these  CsTPS genes could be wrong', ' Putatively functional  TPS genes The third type of tea  TPS genes (48 members) with incomplete sequences contained no expected gene structures (i', ' The sequences of these  TPS genes could not be validated using full transcriptomic data or RNA-seq data', ' Thus, these type of the  TPS genes might not be functional, even though some of their incomplete sequences could be resulted from imperfect sequencing technique or transposon insertions (Supplementary Table\xa0 S5)', ' For assessment of the tea  TPS gene functions, full-length transcriptome sequencing data 37,  38 were employed to verify the putative functional  TPS genes obtained from tea genome', ' Sequence similarity comparison between the full-length transcripts of  TPS and genome assembly were conducted using BLAST with a threshold E-value\u2009<\u20091e-5 and identity >98%', ' After series of BLAST using the nucleotide sequence and manual evaluation, 80 tea  TPS genes divided into three types: putative functional  TPS genes with full coding sequences and complete structures (23 members); full-length coding  TPS genes with disordered structure (9 members); and partial  TPS genes (48 members), respectively (Supplementary Table\xa0 S4)', ' The first type of tea  TPS genes had 23 members and all had an uncompromised open reading frame in either transcriptomic or genomic data (Table\xa0 1)', '  CsTPS57, CsTPS76, and  CsTPS78 have been proved as active ocimene synthase, bifunctional linalool/nerolidol synthases and nerolidol synthase, respectively 33,  34,  39', ' Another 20  TPS genes possessed full-length coding sequences either revealed by transcriptome data or genome assembly', ' seven exons for TPS-a, TPS-b, and TPS-g and 13 to 15 exons for TPS-e/f and TPS-c', ' Moreover, these genes contain the specific protein features of  TPS gene family, such as the â€˜DDXXDâ€™ and â€˜NSE/DTEâ€™ motifs (Supplementary Table\xa0 S4), which are important for metal dependent ionization of the prenyl diphosphate substrate in the C-terminal domain 23,  40,  41', ' Out of these 20  TPS genes, 5, 11, and 2 were annotated as monoterpene, sesquiterpene and diterpene synthase genes in addition to 3 bifunctional  TPS genes (mono- and sesqui-terpene synthase genes) (Table\xa0 1)', ' The functions of the second type of 9  TPS genes were uncertain because full-length transcripts were not found or with low identity between the two sequence sources (the full-length transcriptomic data and genome assembly)', ' In addition, their gene structures in genome assembly exhibited alterations in different extents compared to common structures of functional  TPS genes, likely resulting in non-function or malfunction', ' For instance,  CsTPS24, -37, - 41, - 67 had one or more retrotransposon segment inserts, leading to disturbed gene structures', ' In particular,  CsTPS67 encoding a copalyl diphosphate synthase (CPS), harboring three retrotransposons with a total of 13,296\u2009bp in length in the first intron (Supplementary Fig', ' The  TPS genes of this group were annotated as mono-, sesqui-, and di-terpene synthase genes (4, 4, and 2, respectively) according to manual BLASTP homologue searches']",terpene synthase
500,/Users/sagar/Desktop/me/corpus/tps_plant/PMC4371936/eupmc_result.json,PMC4371936,"Mechanism', 'Enzyme Catalysis', 'Structureâ€“function Relationship', 'Monoterpene Synthase', 'Carbocation'",,NaN
501,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6651613/eupmc_result.json,PMC6651613,"Sesquiterpene', 'Lymantria dispar', 'Monoterpene', 'Volatile Organic Compound (Voc)', 'Populus Trichocarpa', 'Isoprenyl Diphosphate Synthase', 'Prenyl Transferase'",,NaN
502,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3997964/eupmc_result.json,PMC3997964,NaN," Three genes belonging to the terpene synthase ( TPS) family,  TPS31,  TPS32 and  TPS33, were induced in the tomato fruit by mycorrhization', ' Although only a few genes were affected, these three genes were among the ten most up-regulated by mycorrhization (Additional file  3: Table S3) and  TPS31 showed no basal expression in CONT tomato fruits', '  TPS31,  TPS32 and  TPS33 belong to the sesquiterpenoid phytoalexin biosynthesis pathway (Additional file  2: Figure S4), leading to the production of the phytoalexin rishitin, well known for its antimicrobial properties  69'",terpene synthase
503,/Users/sagar/Desktop/me/corpus/tps_plant/PMC8213826/eupmc_result.json,PMC8213826,NaN," Here, a total of 53 terpene synthases (TPSs), which are key genes responsible for terpene biosynthesis, were identified from the genome of  R', ' The RrTPSs were distributed into five subfamilies (TPS-a, b, c, g and e/f) based on clustering with TPS identified from model angiosperm species 25', ' Eighteen and four RrTPS genes were found to belong to the TPS-g and TPS-b subfamilies, respectively', ' Because TPS-g and TPS-b are mainly involved in monoterpene biosynthesis, these 22 RrTPS genes are the main candidates responsible for the high-level production of monoterpenes in essential oil', ' Twenty-six RrTPS genes were identified to be members of the TPS-a subfamily with putative sesquiterpene synthase functions', ' In addition, the TPS family in  R', ' rugosa contains two members in the TPS-c subfamily and 3 members in the TPS-e/f subfamily', ' Further phylogenetic analysis indicated that each RrTPS gene, a member of TPS-g, has corresponding orthologs in the genome of  R', '  10), suggesting a close evolutionary relationship between the two TPS families from  R'",terpene synthase
